model,Age,price,transmission,mileage,fuelType,tax,mpg,engineSize
 1 Series,5,13908,Semi-Auto,13708,Diesel,20,68.9,1.5
 5 Series,3,27500,Semi-Auto,3627,Hybrid,135,156.9,2
 7 Series,4,34000,Semi-Auto,34024,Hybrid,0,128.4,2
 3 Series,4,19500,Semi-Auto,9377,Hybrid,0,134.5,2
 2 Series,1,19500,Automatic,4330,Petrol,145,42.2,1.5
 2 Series,1,22000,Automatic,5436,Diesel,145,67.3,2
 2 Series,1,19500,Automatic,3622,Petrol,145,42.2,1.5
 8 Series,1,59995,Semi-Auto,700,Petrol,145,31.7,3
 5 Series,2,29555,Automatic,15094,Diesel,145,65.7,2
 X5,2,51990,Semi-Auto,12,Diesel,145,37.7,3
 Z4,5,16500,Semi-Auto,29850,Petrol,205,41.5,2
 3 Series,3,21500,Semi-Auto,13058,Diesel,150,60.1,2
 3 Series,6,15800,Manual,23293,Diesel,145,55.4,2
 3 Series,5,17995,Semi-Auto,43417,Diesel,160,51.4,3
 X2,2,24995,Semi-Auto,4980,Diesel,145,52.3,2
 X6,3,36555,Semi-Auto,17500,Diesel,145,40.9,3
 4 Series,1,29500,Semi-Auto,10,Petrol,145,48.7,2
 3 Series,2,28888,Automatic,10799,Diesel,145,52.3,2
 3 Series,2,33699,Semi-Auto,7736,Hybrid,135,8.8,2
 X3,2,43500,Semi-Auto,5554,Petrol,145,34.5,3
 5 Series,2,34500,Automatic,99,Hybrid,135,156.9,2
 1 Series,2,19999,Semi-Auto,6386,Petrol,145,47.9,2
 1 Series,2,28500,Semi-Auto,9058,Diesel,150,51.4,2
 3 Series,4,20995,Semi-Auto,26810,Hybrid,0,134.5,2
 2 Series,2,18995,Semi-Auto,8157,Petrol,150,40.9,1.5
 1 Series,7,9799,Manual,46000,Petrol,145,50.4,1.6
 3 Series,4,11499,Manual,66488,Diesel,20,68.9,2
 1 Series,4,19950,Semi-Auto,30173,Petrol,205,39.8,3
 2 Series,4,17110,Semi-Auto,34032,Diesel,145,65.7,2
 4 Series,3,19370,Automatic,26739,Diesel,145,65.7,2
 3 Series,7,10800,Manual,50810,Diesel,30,61.4,2
 4 Series,2,27790,Semi-Auto,7298,Petrol,145,41.5,3
 5 Series,2,27990,Automatic,14541,Diesel,145,65.7,2
 X5,2,52490,Semi-Auto,7443,Petrol,145,27.2,3
 X1,1,31825,Semi-Auto,99,Diesel,145,47.9,2
 X5,2,49490,Semi-Auto,3252,Diesel,145,37.7,3
 1 Series,2,25999,Semi-Auto,1356,Diesel,145,50.4,2
 X1,2,25990,Semi-Auto,7333,Diesel,145,60.1,2
 3 Series,2,34990,Semi-Auto,8005,Petrol,145,40.4,2
 1 Series,5,13500,Automatic,34144,Diesel,20,68.9,1.5
 3 Series,5,16100,Automatic,45759,Diesel,145,56.5,3
 X3,5,22450,Semi-Auto,22699,Diesel,200,47.9,3
 4 Series,5,17144,Manual,18250,Petrol,160,46.3,2
 4 Series,4,19494,Semi-Auto,14465,Diesel,145,65.7,2
 M5,5,25999,Semi-Auto,49689,Petrol,565,28.5,4.4
 1 Series,8,9995,Manual,59995,Diesel,30,62.8,2
 2 Series,3,17745,Semi-Auto,17771,Diesel,150,62.8,2
 5 Series,4,28735,Semi-Auto,21638,Diesel,150,53.3,3
 1 Series,4,13888,Manual,15512,Petrol,150,53.3,1.5
 X1,2,30555,Automatic,1000,Diesel,150,50.4,2
 3 Series,2,25490,Semi-Auto,6219,Petrol,150,42.2,2
 3 Series,2,26490,Semi-Auto,7385,Petrol,150,41.5,2
 X1,2,21850,Automatic,6141,Petrol,145,46.3,1.5
 2 Series,4,17990,Semi-Auto,30488,Diesel,145,55.4,2
 3 Series,2,29990,Automatic,13376,Diesel,145,52.3,2
 X6,5,28950,Semi-Auto,31585,Diesel,200,47.1,3
 3 Series,4,15500,Semi-Auto,47251,Diesel,30,64.2,2
 1 Series,3,12200,Semi-Auto,45648,Diesel,150,72.4,1.5
 4 Series,2,24990,Semi-Auto,8830,Petrol,145,48.7,2
 X3,5,21990,Semi-Auto,28211,Diesel,150,54.3,2
 3 Series,4,13995,Semi-Auto,32871,Diesel,145,68.9,2
 2 Series,2,25480,Automatic,10,Hybrid,135,113,1.5
 X5,2,48990,Semi-Auto,6439,Diesel,145,37.7,3
 2 Series,4,18990,Semi-Auto,20000,Petrol,150,50.4,1.5
 1 Series,4,14990,Semi-Auto,26525,Petrol,150,55.5,1.5
 3 Series,2,21990,Semi-Auto,10586,Diesel,145,55.4,2
 1 Series,2,23990,Manual,10,Petrol,145,44.1,1.5
 X3,2,53990,Automatic,3961,Petrol,145,24.8,3
 X2,2,27990,Automatic,9182,Petrol,145,39.8,2
 2 Series,2,20990,Semi-Auto,2139,Petrol,145,53.3,1.5
 3 Series,2,30990,Automatic,2579,Diesel,145,52.3,2
 X5,2,48990,Automatic,8336,Diesel,145,37.7,3
 3 Series,2,41990,Automatic,10028,Diesel,145,43.5,3
 4 Series,3,23990,Semi-Auto,17592,Petrol,145,48.7,2
 5 Series,4,25990,Semi-Auto,48883,Diesel,145,53.3,3
 5 Series,4,21790,Semi-Auto,24794,Diesel,30,65.7,2
 X1,4,18995,Semi-Auto,30872,Diesel,145,57.6,2
 3 Series,5,16995,Semi-Auto,22035,Diesel,30,62.8,2
 5 Series,6,18495,Semi-Auto,36200,Diesel,160,50.4,3
 1 Series,8,9995,Manual,56369,Diesel,125,58.9,2
 1 Series,4,13995,Manual,22119,Diesel,150,68.9,2
 5 Series,8,10000,Semi-Auto,87457,Diesel,145,56.5,2
 i8,4,59950,Automatic,9992,Hybrid,135,134.5,1.5
 3 Series,1,30990,Semi-Auto,4506,Diesel,150,52.3,2
 1 Series,1,31990,Semi-Auto,3150,Petrol,150,34.5,2
 3 Series,3,19990,Manual,2459,Petrol,150,47.9,2
 4 Series,2,29990,Semi-Auto,9448,Petrol,145,41.5,3
 2 Series,6,17490,Semi-Auto,36000,Petrol,265,37.2,3
 X1,3,21000,Semi-Auto,22964,Diesel,145,60.1,2
 1 Series,5,13800,Automatic,11510,Diesel,20,70.6,2
 X1,5,19000,Automatic,13044,Diesel,125,57.6,2
 5 Series,2,30500,Semi-Auto,7536,Petrol,145,46.3,2
 3 Series,5,19490,Automatic,30088,Petrol,160,46.3,2
 X5,4,32990,Automatic,39593,Diesel,200,47.1,3
 5 Series,4,23990,Semi-Auto,29283,Diesel,125,60.1,2
 5 Series,4,22490,Semi-Auto,32466,Diesel,145,60.1,2
 5 Series,5,16490,Semi-Auto,26037,Diesel,20,68.9,2
 3 Series,2,21790,Semi-Auto,8748,Petrol,145,44.8,2
 X1,4,19995,Semi-Auto,48000,Diesel,125,57.6,2
 6 Series,3,28990,Semi-Auto,10250,Diesel,145,49.6,3
 4 Series,2,33990,Semi-Auto,5763,Petrol,145,39.2,3
 1 Series,2,18990,Semi-Auto,10746,Diesel,145,67.3,2
 3 Series,2,26990,Semi-Auto,7522,Petrol,145,41.5,2
 4 Series,2,25990,Semi-Auto,11555,Petrol,145,46.3,2
 M4,1,49490,Semi-Auto,7,Petrol,145,32.5,3
 2 Series,1,23990,Semi-Auto,9,Petrol,145,47.9,2
 3 Series,1,31990,Semi-Auto,11,Petrol,145,40.4,2
 Z4,1,31990,Semi-Auto,9,Petrol,145,38.7,2
 Z4,1,33990,Semi-Auto,10,Petrol,145,37.2,2
 X3,2,36500,Semi-Auto,5664,Diesel,145,54.3,2
 M4,2,51000,Semi-Auto,1072,Petrol,145,34,3
 X3,2,42000,Automatic,169,Diesel,145,54.3,2
 4 Series,5,20942,Automatic,39734,Petrol,260,37.2,3
 4 Series,2,27992,Semi-Auto,9756,Diesel,150,65.7,2
 X6,2,66281,Semi-Auto,2710,Petrol,145,26.4,3
 X3,2,36000,Semi-Auto,2864,Diesel,145,54.3,2
 X3,2,35000,Automatic,6847,Diesel,145,54.3,2
 X1,2,24500,Manual,1765,Petrol,145,51.4,1.5
 M5,2,70000,Automatic,6568,Petrol,145,24.1,4.4
 1 Series,4,16000,Semi-Auto,45580,Diesel,125,61.4,2
 3 Series,2,23500,Semi-Auto,21,Diesel,145,70.6,2
 4 Series,6,14282,Semi-Auto,66453,Diesel,30,65.7,2
 3 Series,7,20412,Semi-Auto,30852,Diesel,160,52.3,3
 X1,4,20995,Semi-Auto,20101,Diesel,145,57.6,2
 X1,2,27672,Semi-Auto,2897,Petrol,145,35.3,2
 2 Series,2,19543,Manual,1996,Petrol,145,42.8,1.5
 X7,2,64999,Semi-Auto,1500,Diesel,150,33.6,3
 3 Series,6,18981,Semi-Auto,40443,Diesel,165,51.4,3
 i3,4,23751,Automatic,28169,Hybrid,0,470.8,0
 3 Series,3,20706,Automatic,11499,Diesel,145,62.8,2
 5 Series,3,34502,Automatic,13641,Diesel,145,51.4,3
 2 Series,2,20512,Semi-Auto,9114,Petrol,145,50.4,1.5
 3 Series,2,41513,Semi-Auto,4670,Petrol,145,34.9,3
 3 Series,7,15981,Manual,50100,Diesel,150,56.5,2
 3 Series,2,27781,Manual,11701,Diesel,150,54.3,2
 X1,4,19981,Semi-Auto,24534,Diesel,150,55.4,2
 M2,2,49999,Automatic,2935,Petrol,145,29.1,3
 2 Series,3,20981,Manual,15674,Petrol,150,47.1,1.5
 3 Series,4,22981,Semi-Auto,29994,Petrol,205,41.5,3
 1 Series,4,15981,Manual,44426,Petrol,150,52.3,1.5
 5 Series,6,17500,Manual,26355,Diesel,160,52.3,2
 4 Series,2,29000,Semi-Auto,2741,Diesel,145,60.1,2
 5 Series,2,27500,Semi-Auto,4207,Petrol,150,36.2,2
 M3,3,42202,Semi-Auto,10222,Petrol,145,34,3
 X6,3,40322,Semi-Auto,7531,Diesel,145,40.9,3
 X5,4,31992,Automatic,39000,Diesel,200,47.1,3
 1 Series,5,18402,Manual,23139,Petrol,300,35.3,3
 X4,7,20572,Semi-Auto,41773,Diesel,145,54.3,2
 5 Series,4,20995,Semi-Auto,23116,Diesel,30,62.8,2
 2 Series,4,16962,Semi-Auto,25252,Petrol,145,51.4,1.5
 2 Series,2,26991,Manual,2715,Diesel,145,61.4,2
 M4,2,49999,Automatic,1466,Petrol,145,34,3
 1 Series,2,18380,Automatic,16899,Petrol,145,54.3,1.5
 4 Series,5,22932,Semi-Auto,18774,Diesel,160,49.6,3
 4 Series,2,29676,Automatic,7365,Petrol,145,41.5,3
 3 Series,4,17182,Manual,34687,Diesel,145,60.1,2
 X1,2,29999,Semi-Auto,3333,Diesel,150,50.4,2
 2 Series,2,23230,Semi-Auto,6932,Petrol,145,50.4,2
 4 Series,2,29840,Automatic,6000,Diesel,145,60.1,2
 5 Series,2,27500,Semi-Auto,7095,Petrol,150,50.4,2
 X1,4,18500,Semi-Auto,35065,Diesel,150,57.6,2
 1 Series,5,12000,Manual,30302,Diesel,20,68.9,2
 X1,1,29000,Semi-Auto,9,Petrol,150,47.9,2
 Z4,1,35000,Semi-Auto,5,Petrol,150,37.2,2
 X2,1,27500,Semi-Auto,10,Petrol,150,39.2,2
 4 Series,1,27500,Semi-Auto,130,Petrol,145,45.6,2
 4 Series,1,36000,Semi-Auto,11,Diesel,145,50.4,3
 X2,2,32000,Semi-Auto,5524,Petrol,145,34,2
 1 Series,2,22500,Semi-Auto,7188,Diesel,145,68.9,1.5
 2 Series,4,15952,Manual,17146,Petrol,145,55.4,1.5
 X6,4,33542,Semi-Auto,16867,Diesel,145,47.1,3
 X1,1,28999,Semi-Auto,243,Diesel,145,36.7,2
 1 Series,6,17962,Semi-Auto,36510,Petrol,235,37.7,3
 8 Series,1,79991,Semi-Auto,151,Diesel,145,26.7,3
 X3,1,69991,Semi-Auto,10,Petrol,145,24.8,3
 2 Series,2,23810,Automatic,151,Diesel,145,49.6,2
 2 Series,2,19870,Manual,151,Petrol,145,42.8,1.5
 1 Series,2,21340,Automatic,4761,Petrol,145,42.8,1.5
 4 Series,2,25374,Automatic,151,Diesel,145,60.1,2
 2 Series,2,24230,Semi-Auto,4301,Petrol,145,48.7,2
 1 Series,2,22890,Manual,5397,Petrol,145,41.5,1.5
 2 Series,2,21980,Manual,5587,Petrol,145,52.3,1.5
 5 Series,2,28200,Automatic,7399,Petrol,145,50.4,2
 1 Series,2,30160,Automatic,7890,Petrol,145,34.5,2
 3 Series,2,27130,Automatic,5732,Petrol,145,42.2,2
 1 Series,2,22280,Manual,4710,Petrol,145,41.5,1.5
 2 Series,2,26496,Automatic,10843,Petrol,145,39.8,3
 1 Series,2,25500,Semi-Auto,4171,Petrol,150,39.8,3
 2 Series,4,16999,Semi-Auto,5000,Petrol,125,53.3,1.5
 3 Series,4,18999,Semi-Auto,28563,Diesel,150,64.2,2
 X3,1,47000,Semi-Auto,1385,Hybrid,135,5.5,2
 1 Series,2,22750,Manual,8543,Diesel,145,70.6,1.5
 1 Series,2,22750,Manual,9345,Diesel,145,65.7,2
 X5,1,65000,Semi-Auto,1435,Petrol,145,23.2,4.4
 3 Series,2,38500,Automatic,7699,Diesel,145,48.7,2
 3 Series,2,37000,Automatic,115,Diesel,145,49.6,2
 X7,2,71000,Semi-Auto,5665,Diesel,145,31.4,3
 2 Series,6,14750,Semi-Auto,16073,Diesel,125,61.4,2
 Z4,2,33500,Semi-Auto,434,Petrol,145,38.7,2
 X1,5,20999,Semi-Auto,25778,Diesel,150,56.5,2
 X3,4,20999,Semi-Auto,39181,Diesel,145,54.3,2
 5 Series,5,15495,Semi-Auto,26109,Diesel,30,65.7,2
 3 Series,2,28999,Semi-Auto,5000,Diesel,145,52.3,2
 3 Series,2,27999,Semi-Auto,5155,Diesel,145,52.3,2
 Z4,2,35995,Semi-Auto,4586,Petrol,150,33.2,3
 3 Series,1,26999,Semi-Auto,570,Petrol,150,43.5,2
 5 Series,6,11950,Semi-Auto,71766,Diesel,30,62.8,2
 4 Series,5,17127,Semi-Auto,34479,Diesel,30,65.7,2
 3 Series,4,16840,Automatic,47439,Diesel,145,56.5,3
 2 Series,5,12347,Manual,24460,Diesel,30,65.7,2
 X3,2,35750,Semi-Auto,6698,Diesel,145,54.3,2
 X3,2,35750,Automatic,4466,Diesel,145,54.3,2
 1 Series,4,15000,Manual,39838,Diesel,145,62.8,2
 3 Series,3,24250,Semi-Auto,3552,Diesel,145,53.3,3
 X2,2,32000,Automatic,2631,Petrol,145,34,2
 X5,2,47500,Semi-Auto,6224,Diesel,145,36.7,3
 X3,2,54000,Automatic,2209,Petrol,145,24.8,3
 4 Series,5,17500,Semi-Auto,33064,Diesel,30,65.7,2
 5 Series,2,36499,Semi-Auto,5000,Hybrid,135,156.9,2
 3 Series,1,35999,Semi-Auto,5000,Diesel,145,47.9,3
 4 Series,3,27995,Semi-Auto,4000,Diesel,145,58.9,2
 4 Series,7,13950,Semi-Auto,24649,Petrol,160,44.8,2
 4 Series,3,20400,Semi-Auto,22270,Diesel,145,60.1,2
 1 Series,5,13850,Semi-Auto,37398,Diesel,20,67.3,2
 2 Series,4,14340,Semi-Auto,20185,Petrol,150,50.4,1.5
 6 Series,5,20610,Automatic,47148,Diesel,200,49.6,3
 1 Series,4,20750,Semi-Auto,18635,Petrol,200,39.8,3
 2 Series,3,23750,Semi-Auto,16512,Petrol,145,39.8,3
 X1,7,10422,Manual,29387,Diesel,160,51.4,2
 3 Series,1,31990,Semi-Auto,3450,Petrol,150,40.4,2
 X3,1,42990,Semi-Auto,3245,Hybrid,140,5.5,2
 1 Series,2,23995,Semi-Auto,1491,Petrol,145,43.5,1.5
 1 Series,2,22995,Manual,1569,Diesel,145,70.6,2
 3 Series,2,27495,Semi-Auto,12897,Diesel,145,52.3,2
 6 Series,2,31999,Semi-Auto,3035,Diesel,150,44.1,2
 X6,2,63999,Semi-Auto,4000,Petrol,145,26.4,3
 X2,1,28999,Semi-Auto,5000,Diesel,145,47.9,2
 X7,1,64999,Semi-Auto,4000,Diesel,145,33.6,3
 2 Series,1,29999,Semi-Auto,5000,Diesel,145,48.7,2
 2 Series,2,22999,Semi-Auto,5713,Petrol,145,50.4,1.5
 X1,4,20990,Semi-Auto,25013,Diesel,145,57.6,2
 X3,1,40990,Semi-Auto,2294,Diesel,145,36.7,3
 2 Series,4,14990,Automatic,17000,Petrol,125,48.7,2
 X5,1,53990,Semi-Auto,6825,Diesel,150,37.7,3
 3 Series,2,41990,Semi-Auto,7825,Petrol,150,34.9,3
 Z4,1,31990,Semi-Auto,4825,Petrol,150,38.7,2
 3 Series,2,32990,Semi-Auto,5869,Diesel,150,52.3,2
 3 Series,1,43990,Semi-Auto,2894,Petrol,150,33.6,3
 7 Series,2,46990,Semi-Auto,7515,Diesel,150,42.2,3
 2 Series,2,23999,Semi-Auto,5000,Petrol,145,40.9,1.5
 X1,3,21999,Manual,2750,Petrol,145,40.9,1.5
 5 Series,2,37995,Semi-Auto,2723,Diesel,145,53.3,3
 4 Series,1,28300,Semi-Auto,20,Diesel,145,65.7,2
 4 Series,1,26500,Semi-Auto,37,Petrol,145,48.7,2
 4 Series,1,28995,Semi-Auto,121,Petrol,145,48.7,2
 2 Series,1,22999,Semi-Auto,5000,Petrol,145,50.4,1.5
 X3,1,53995,Semi-Auto,2000,Hybrid,135,5.5,2
 3 Series,2,28995,Semi-Auto,4000,Diesel,145,52.3,2
 3 Series,3,19999,Manual,14875,Petrol,145,47.9,2
 2 Series,4,18490,Automatic,12941,Hybrid,0,141.2,1.5
 1 Series,5,11990,Manual,33779,Diesel,20,68.9,2
 6 Series,4,23990,Semi-Auto,25975,Diesel,160,51.4,3
 2 Series,5,17490,Semi-Auto,27484,Diesel,125,60.1,2
 3 Series,4,22790,Semi-Auto,24200,Diesel,145,53.3,3
 3 Series,1,27492,Semi-Auto,3500,Petrol,145,42.2,2
 1 Series,2,16450,Manual,7169,Diesel,145,72.4,1.5
 3 Series,2,26000,Automatic,4971,Diesel,145,52.3,2
 3 Series,2,25000,Semi-Auto,8158,Petrol,145,42.2,2
 2 Series,1,29500,Semi-Auto,10,Petrol,145,39.8,3
 X1,4,22495,Semi-Auto,20470,Diesel,145,57.6,2
 3 Series,5,21499,Semi-Auto,34137,Diesel,200,49.6,3
 4 Series,5,20999,Semi-Auto,16210,Diesel,30,65.7,2
 1 Series,2,19895,Manual,6181,Petrol,145,52.3,1.5
 M4,3,53999,Semi-Auto,8725,Petrol,145,33.6,3
 2 Series,2,22999,Semi-Auto,3880,Petrol,145,47.9,2
 3 Series,2,27490,Automatic,8410,Diesel,145,53.3,3
 2 Series,2,18500,Manual,7367,Petrol,145,40.4,1.5
 2 Series,2,21450,Automatic,7044,Hybrid,135,148.7,1.5
 X2,2,28950,Semi-Auto,6086,Petrol,145,36.2,2
 X1,2,25990,Automatic,15608,Petrol,150,46.3,1.5
 2 Series,4,24500,Semi-Auto,11901,Petrol,145,39.8,3
 2 Series,5,14500,Semi-Auto,20193,Diesel,125,57.6,2
 M3,4,37970,Semi-Auto,21431,Petrol,150,34,3
 4 Series,3,21750,Semi-Auto,13754,Petrol,150,48.7,2
 4 Series,7,14550,Semi-Auto,39271,Petrol,165,44.1,2
 1 Series,4,20995,Semi-Auto,22000,Petrol,150,39.8,3
 3 Series,4,19250,Automatic,27323,Diesel,160,51.4,3
 X1,8,10999,Semi-Auto,48058,Diesel,160,52.3,2
 X1,2,25996,Semi-Auto,4850,Petrol,145,46.3,1.5
 2 Series,2,21250,Automatic,13186,Hybrid,135,148.7,1.5
 2 Series,2,21785,Automatic,10218,Hybrid,135,148.7,1.5
 5 Series,2,32000,Semi-Auto,8827,Hybrid,135,156.9,2
 2 Series,2,21450,Automatic,9181,Hybrid,135,148.7,1.5
 4 Series,3,24450,Automatic,28363,Petrol,145,41.5,3
 3 Series,4,25490,Semi-Auto,16363,Petrol,145,41.5,3
 1 Series,3,25995,Semi-Auto,15897,Petrol,150,32.5,3
 2 Series,2,24999,Semi-Auto,5208,Petrol,145,47.9,2
 1 Series,3,23499,Semi-Auto,12087,Petrol,145,39.8,3
 2 Series,2,24444,Semi-Auto,3550,Diesel,145,64.2,2
 5 Series,6,17999,Semi-Auto,38695,Diesel,145,53.3,3
 2 Series,2,23999,Semi-Auto,5000,Petrol,145,40.9,1.5
 2 Series,2,28995,Semi-Auto,5721,Petrol,145,38.2,3
 5 Series,2,30000,Automatic,6000,Diesel,145,60.1,2
 5 Series,2,30000,Automatic,6000,Petrol,145,46.3,2
 5 Series,5,20000,Semi-Auto,46367,Diesel,165,50.4,3
 1 Series,5,17000,Semi-Auto,21000,Diesel,125,61.4,2
 5 Series,1,34999,Semi-Auto,5000,Hybrid,150,49.6,2
 4 Series,1,33999,Semi-Auto,4000,Diesel,150,65.7,2
 2 Series,5,17000,Semi-Auto,22783,Diesel,30,62.8,2
 X2,2,24450,Semi-Auto,2598,Petrol,145,42.2,1.5
 X2,2,27750,Automatic,6012,Diesel,145,61.4,2
 4 Series,2,27950,Automatic,75,Petrol,145,45.6,2
 X3,2,33750,Automatic,5000,Diesel,145,54.3,2
 X2,2,27950,Automatic,8452,Diesel,145,58.9,2
 X3,2,34000,Automatic,7465,Diesel,145,54.3,2
 4 Series,6,16990,Semi-Auto,45000,Petrol,160,44.1,2
 5 Series,1,29000,Semi-Auto,9,Petrol,150,50.4,2
 8 Series,2,57000,Semi-Auto,12,Diesel,150,39.8,3
 3 Series,2,26500,Semi-Auto,11812,Petrol,150,41.5,2
 3 Series,4,21000,Semi-Auto,19967,Hybrid,135,134.5,2
 X6,1,55500,Semi-Auto,9612,Diesel,145,34.9,3
 4 Series,1,30000,Semi-Auto,10,Diesel,145,60.1,2
 X5,2,44000,Automatic,9339,Diesel,145,37.7,3
 2 Series,4,14999,Semi-Auto,19760,Diesel,150,68.9,2
 3 Series,4,21999,Semi-Auto,17324,Diesel,165,51.4,3
 X4,1,46999,Semi-Auto,4000,Diesel,150,40.9,3
 X1,1,34999,Semi-Auto,5000,Diesel,150,47.9,2
 X1,1,34999,Semi-Auto,3000,Diesel,150,52.3,2
 M4,1,59999,Semi-Auto,3000,Petrol,150,28.5,3
 3 Series,3,22799,Semi-Auto,12492,Diesel,150,64.2,2
 2 Series,4,22152,Semi-Auto,27169,Petrol,200,39.8,3
 7 Series,2,48912,Semi-Auto,6516,Diesel,150,44.8,3
 4 Series,2,29882,Semi-Auto,3121,Petrol,150,45.6,2
 X3,8,13991,Semi-Auto,72752,Diesel,165,50.4,2
 X1,4,18661,Semi-Auto,45000,Diesel,150,57.6,2
 3 Series,5,16991,Semi-Auto,32857,Diesel,30,64.2,2
 X3,3,36186,Automatic,6764,Petrol,145,34.5,3
 1 Series,2,22895,Manual,5000,Petrol,145,41.5,1.5
 i3,4,22999,Automatic,3976,Hybrid,135,470.8,0
 X1,7,10792,Semi-Auto,51483,Diesel,165,52.3,2
 X1,4,23082,Semi-Auto,9076,Petrol,165,44.8,2
 X2,2,28551,Semi-Auto,5282,Petrol,150,39.8,2
 3 Series,2,26991,Semi-Auto,8310,Diesel,150,52.3,2
 4 Series,2,25771,Semi-Auto,6459,Diesel,150,58.9,2
 4 Series,2,25881,Semi-Auto,2282,Petrol,150,44.8,2
 1 Series,4,15792,Semi-Auto,8789,Petrol,30,55.5,1.5
 4 Series,3,21712,Semi-Auto,17100,Diesel,145,60.1,2
 X3,2,31551,Semi-Auto,13570,Diesel,150,54.3,2
 2 Series,2,24352,Semi-Auto,6052,Petrol,150,47.9,2
 3 Series,2,36532,Semi-Auto,318,Petrol,150,40.4,2
 1 Series,2,19812,Semi-Auto,7233,Diesel,150,68.9,1.5
 3 Series,6,14995,Semi-Auto,40321,Diesel,125,58.9,2
 6 Series,2,32785,Semi-Auto,6081,Diesel,150,42.2,2
 7 Series,1,52999,Semi-Auto,5000,Diesel,145,42.2,3
 5 Series,2,34995,Semi-Auto,7450,Hybrid,135,156.9,2
 3 Series,2,33995,Automatic,5000,Diesel,145,49.6,2
 2 Series,2,26910,Automatic,1250,Diesel,145,65.7,2
 5 Series,2,31460,Automatic,1200,Diesel,145,62.8,2
 4 Series,2,25070,Semi-Auto,3038,Diesel,145,65.7,2
 1 Series,5,15722,Semi-Auto,14871,Diesel,20,67.3,2
 X1,4,19532,Semi-Auto,12566,Diesel,125,60.1,2
 X4,2,38495,Semi-Auto,7356,Diesel,145,40.9,3
 2 Series,2,25995,Semi-Auto,2348,Diesel,145,64.2,2
 X2,2,31310,Semi-Auto,4890,Diesel,145,58.9,2
 1 Series,2,30200,Automatic,7312,Petrol,145,34.5,2
 X4,2,38150,Automatic,9921,Diesel,145,42.8,2
 X5,2,47162,Automatic,9815,Diesel,145,37.7,3
 X2,1,33400,Semi-Auto,1766,Diesel,145,58.9,2
 X5,7,22991,Automatic,30422,Diesel,200,48.7,2
 X1,7,15842,Semi-Auto,45671,Petrol,235,38.7,2
 3 Series,5,18331,Semi-Auto,33783,Diesel,125,60.1,2
 1 Series,6,13442,Semi-Auto,15200,Diesel,0,78.5,1.5
 X1,3,19551,Manual,15898,Petrol,150,51.4,1.5
 X1,2,27991,Semi-Auto,120,Diesel,150,36.7,2
 3 Series,3,21991,Semi-Auto,15027,Diesel,150,64.2,2
 3 Series,3,20000,Semi-Auto,23501,Petrol,145,46.3,2
 2 Series,2,21450,Automatic,8702,Hybrid,135,148.7,1.5
 3 Series,4,25000,Semi-Auto,28930,Diesel,145,49.6,3
 4 Series,4,24999,Semi-Auto,26763,Petrol,145,41.5,3
 5 Series,2,29999,Semi-Auto,10373,Diesel,150,65.7,2
 4 Series,2,28295,Semi-Auto,8235,Petrol,145,48.7,2
 1 Series,3,23999,Semi-Auto,17493,Petrol,150,39.8,3
 3 Series,3,20999,Semi-Auto,17101,Petrol,150,48.7,2
 X3,4,25999,Semi-Auto,22749,Diesel,150,54.3,2
 1 Series,5,12895,Manual,14354,Diesel,0,78.5,1.5
 X1,4,23995,Semi-Auto,15991,Diesel,150,55.4,2
 4 Series,6,16991,Semi-Auto,35300,Diesel,125,58.9,2
 5 Series,2,25551,Semi-Auto,7143,Petrol,150,50.4,2
 5 Series,2,29441,Semi-Auto,9631,Petrol,150,36.2,2
 X3,2,34510,Automatic,8620,Diesel,145,54.3,2
 X5,2,54991,Automatic,15,Diesel,145,37.7,3
 4 Series,1,31450,Semi-Auto,10,Diesel,145,60.1,2
 4 Series,2,28750,Automatic,2000,Diesel,145,60.1,2
 X1,2,27000,Automatic,6000,Petrol,145,39.2,2
 X3,2,34750,Semi-Auto,35,Diesel,145,54.3,2
 2 Series,2,21450,Automatic,8085,Hybrid,135,148.7,1.5
 5 Series,5,18990,Semi-Auto,19418,Petrol,145,47.1,2
 X3,4,25950,Semi-Auto,19817,Diesel,145,54.3,2
 X2,2,31991,Semi-Auto,650,Petrol,145,39.2,2
 X2,2,28991,Semi-Auto,3901,Petrol,145,38.7,2
 X3,2,38990,Semi-Auto,1858,Diesel,145,54.3,2
 1 Series,2,31771,Semi-Auto,1954,Diesel,145,48.7,2
 X1,2,24712,Semi-Auto,9697,Petrol,145,39.8,1.5
 X1,2,23652,Semi-Auto,12020,Petrol,145,46.3,1.5
 1 Series,2,24762,Semi-Auto,2487,Diesel,145,70.6,2
 3 Series,2,29994,Semi-Auto,2000,Petrol,145,42.2,2
 1 Series,4,16722,Semi-Auto,9063,Petrol,145,55.5,1.5
 5 Series,2,26771,Semi-Auto,6260,Petrol,150,50.4,2
 1 Series,1,24551,Semi-Auto,11512,Petrol,150,40.4,1.5
 5 Series,2,27551,Semi-Auto,5838,Petrol,150,50.4,2
 3 Series,2,23991,Semi-Auto,11748,Petrol,150,47.9,2
 X2,2,28991,Semi-Auto,8384,Petrol,150,39.8,2
 3 Series,2,29661,Semi-Auto,4925,Petrol,150,43.5,2
 5 Series,4,22312,Automatic,16403,Diesel,145,65.7,2
 2 Series,5,12032,Manual,26884,Petrol,30,55.4,1.5
